"订单编号","标题","价格","购买数量","外部系统编号","商品属性","套餐信息","备注","订单状态","商家编码"
"233037030099303875","SIEMENS/西门子 555+550 原装进口 专业蒸箱烤箱/蒸汽炉套餐","15580.00","1","HB24D555WzzHB43GB550W","","","","等待买家付款",""
"227417830490199876","【会员专享】钢化玻璃碗—限会员积分兑换，单拍无效","99.00","1","COUPON37","","","","交易成功",""
"239293453473284901","SIEMENS/西门子 962+232+636劲风侧吸烟灶洗碗机套餐烟灶洗三件套","12390.00","1","LS67PA962WzzER76F232MPzzSJ636X01JC","颜色分类：三件套;燃料种类：天然气","","","等待买家付款","LS67PA962WzzER76F232MPzzSJ636X01JC"
"244515297940856145","SIEMENS/西门子 CP565AGS0W嵌入式微蒸烤一体 家用多功能烤箱蒸箱","9480.00","1","CP565AGS0W","颜色分类：不锈钢色","","","付款以前，卖家或买家主动关闭交易","CP565AGS0W"
"251298274568813967","SIEMENS/西门子68FK961W+77K233抽油烟机燃气灶套餐烟机灶具套装","10090.00","1","LS68FK961WzzER77K233MP","颜色分类：黑色;燃料种类：天然气","","","等待买家付款","LS68FK961WzzER77K233MP"
"251075296739213736","SIEMENS/西门子 953+23EMP大吸力吸油烟机大尺寸燃气烟灶套餐","6130.00","1","LC43S953TIzzER74F23EMP","颜色分类：黑色;燃料种类：天然气","","","付款以后用户退款成功，交易自动关闭","LC43S953TIzzER74F23EMP"
"223039566928063011","SIEMENS/西门子 SJ636X01JC 家用全自动洗碗机全嵌入式13套 除菌","9990.00","1","SJ636X01JC","","","","交易成功",""
"229952903311427878","SIEMENS/西门子 45SK95E+77K233 智能联动大吸力自清洁烟灶套装","7080.00","1","LC45SK95EWzzER77K233MP","颜色分类：不锈钢色烟机+黑色灶具;燃料种类：天然气","","","等待买家付款","LC45SK95EWzzER77K233MP"
"239290925678284901","SIEMENS/西门子 962+232+636劲风侧吸烟灶洗碗机套餐烟灶洗三件套","12390.00","1","LS67PA962WzzER76F232MPzzSJ636X01JC","颜色分类：三件套;燃料种类：天然气","","","付款以前，卖家或买家主动关闭交易","LS67PA962WzzER76F232MPzzSJ636X01JC"
"251153889422535433","SIEMENS/西门子 962+232+636劲风侧吸烟灶洗碗机套餐烟灶洗三件套","12390.00","1","LS67PA962WzzER76F232MPzzSJ636X01JC","颜色分类：三件套;燃料种类：天然气","","","等待买家付款","LS67PA962WzzER76F232MPzzSJ636X01JC"
"233206759983650697","SIEMENS/西门子 SC454B00AC 家用嵌入式洗碗机除菌8套嵌入式","6190.00","1","SC454B00AC","","","","等待买家付款",""
"232942406827868896","SIEMENS/西门子 HB133JBS0W 嵌入式烘烤多功能大容量家用电烤箱","5380.00","1","HB133JBS0W","颜色分类：不锈钢色","","","付款以前，卖家或买家主动关闭交易","HB133JBS0W"
"232689508308868896","SIEMENS/西门子 45SK95E+77K233 智能联动大吸力自清洁烟灶套装","7080.00","1","LC45SK95EWzzER77K233MP","颜色分类：不锈钢色烟机+黑色灶具;燃料种类：天然气","","","付款以前，卖家或买家主动关闭交易","LC45SK95EWzzER77K233MP"
"251120033135236148","【会员专享】钢化玻璃碗—限会员积分兑换，单拍无效","99.00","1","COUPON37","","","","等待买家确认收货，卖家已发货",""
"249867905990371266","【会员专享】勃兰匠记小工具盒3件套（限会员积分兑换单拍无效）","280.00","1","COUPON24","","","","等待买家确认收货，卖家已发货",""
"232157575046221282","【会员专享】勃兰匠记小工具盒3件套（限会员积分兑换单拍无效）","280.00","1","COUPON24","","","","等待买家确认收货，卖家已发货",""
"238445455228174524","【会员专享】钢化玻璃碗—限会员积分兑换，单拍无效","99.00","1","COUPON37","","","","等待买家确认收货，卖家已发货",""
"250200896730604126","【会员专享】钢化玻璃碗—限会员积分兑换，单拍无效","99.00","1","COUPON37","","","","等待买家确认收货，卖家已发货",""
"250521281521780038","【会员专享】勃兰匠记小工具盒3件套（限会员积分兑换单拍无效）","280.00","1","COUPON24","","","","等待买家确认收货，卖家已发货",""
"250538913570780038","【会员专享】钢化玻璃碗—限会员积分兑换，单拍无效","99.00","1","COUPON37","","","","等待买家确认收货，卖家已发货",""
"232805477468411769","SIEMENS/西门子 565+636 微蒸烤一体机/全嵌式13套洗碗机烤箱套餐","14380.00","1","CP565AGS0WzzSJ636X01JC","","","","付款以前，卖家或买家主动关闭交易",""
"251005248952803260","SIEMENS/西门子 CP565AGS0W嵌入式微蒸烤一体 家用多功能烤箱蒸箱","9480.00","1","CP565AGS0W","颜色分类：不锈钢色","","","等待买家付款","CP565AGS0W"
"251378531061471647","【会员专享】优酷会员月卡一份（限会员积分兑换，单拍无效）","25.00","1","COUPON36","","","","等待买家确认收货，卖家已发货",""
"231711430621092281","【会员专享】厨房四件套（限会员积分兑换，单拍无效）","599.00","1","COUPON34","","","","等待买家确认收货，卖家已发货",""
"231111013176114776","【会员专享】WMF 锅具两件套（限会员积分兑换，单拍无效）","199.00","1","COUPON35","","","","等待买家确认收货，卖家已发货",""
"231908294293221282","【会员专享】厨房四件套（限会员积分兑换，单拍无效）","599.00","1","COUPON34","","","","等待买家确认收货，卖家已发货",""
"230944645424679590","【会员专享】钢化玻璃碗—限会员积分兑换，单拍无效","99.00","1","COUPON37","","","","等待买家确认收货，卖家已发货",""
"231455684091092281","【会员专享】钢化玻璃碗—限会员积分兑换，单拍无效","99.00","1","COUPON37","","","","等待买家确认收货，卖家已发货",""
"230777733009620283","【会员专享】钢化玻璃碗—限会员积分兑换，单拍无效","99.00","1","COUPON37","","","","等待买家确认收货，卖家已发货",""
"251506563461355553","SIEMENS/西门子 565+636 微蒸烤一体机/全嵌式13套洗碗机烤箱套餐","14380.00","1","CP565AGS0WzzSJ636X01JC","","","","等待买家付款",""
"236278927580721910","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","付款以后用户退款成功，交易自动关闭",""
"251490243522833651","SIEMENS/西门子 SN23E831TI家用全自动洗碗机刷碗机德国原装进口","5390.00","1","SN23E831TI","","","","",""
"235858604905721910","SIEMENS/西门子 565+636 微蒸烤一体机/全嵌式13套洗碗机烤箱套餐","14380.00","1","CP565AGS0WzzSJ636X01JC","","","","付款以后用户退款成功，交易自动关闭",""
"239253964817058807","SIEMENS/西门子 HB655GBS1W家用嵌入式烤箱 内嵌电烤箱烘焙多功能","12980.00","1","HB655GBS1W","颜色分类：不锈钢色","","","付款以前，卖家或买家主动关闭交易","HB655GBS1W"
"243635328691804535","SIEMENS/西门子 SN555S03JC 进口家用全自动洗碗机嵌入式13套智能","9600.00","1","SN555S03JC","","","","交易成功",""
"243638784999804535","SIEMENS/西门子 BE525LMS0W嵌入式微波炉烧烤烤箱家用内嵌多功能","3990.00","1","BE525LMS0W","颜色分类：不锈钢色","","","交易成功","BE525LMS0W"
"243638784999804535","SIEMENS/西门子 58FK95E+75K267抽油烟机燃气灶套餐烟机灶具套装","12490.00","1","LC58FK95EWzzEL75K267MP","颜色分类：不锈钢色烟机+黑色灶具;燃料种类：气电两用","","","交易成功","LC58FK95EWzzEL75K267MP"
"239721199804674621","SIEMENS/西门子 555+550 原装进口 专业蒸箱烤箱/蒸汽炉套餐","15580.00","1","HB24D555WzzHB43GB550W","","","","等待买家付款",""
"239514190354674621","SIEMENS/西门子 555+550 原装进口 专业蒸箱烤箱/蒸汽炉套餐","15580.00","1","HB24D555WzzHB43GB550W","","","","等待买家付款",""
"250455521683104428","SIEMENS/西门子 CD634GBS1W嵌入式电蒸箱家用蒸汽炉镶嵌式电蒸炉","13910.00","1","CD634GBS1W","颜色分类：不锈钢色","","","付款以前，卖家或买家主动关闭交易","CD634GBS1W"
"251454499855951266","SIEMENS/西门子 SJ236I00JC 家用全自动洗碗机除菌13套独立式","6990.00","1","SJ236I00JC","","","","付款以前，卖家或买家主动关闭交易",""
"232829478822485869","SIEMENS/西门子 SC454B00AC 家用嵌入式洗碗机除菌8套嵌入式","6190.00","1","SC454B00AC","","","","付款以前，卖家或买家主动关闭交易",""
"251086529805641865","SIEMENS/西门子 LC43921TI超薄欧式抽油烟机顶吸式吸油烟机大吸力","2890.00","1","LC43921TI","颜色分类：香槟银色","","","付款以后用户退款成功，交易自动关闭","LC43921TI"
"251070625436615359","SIEMENS/西门子 962+232+636劲风侧吸烟灶洗碗机套餐烟灶洗三件套","12390.00","1","LS67PA962WzzER76F232MPzzSJ636X01JC","颜色分类：三件套;燃料种类：天然气","","","付款以前，卖家或买家主动关闭交易","LS67PA962WzzER76F232MPzzSJ636X01JC"
"250952096517615359","SIEMENS/西门子 962+232+636劲风侧吸烟灶洗碗机套餐烟灶洗三件套","12390.00","1","LS67PA962WzzER76F232MPzzSJ636X01JC","颜色分类：三件套;燃料种类：天然气","","","等待买家付款","LS67PA962WzzER76F232MPzzSJ636X01JC"
"232760967718624778","SIEMENS/西门子676+634 IQ700高端进口蒸箱微波烤箱组合蒸烤套餐","31780.00","1","HM676GBS1WzzCD634GBS1W","","","","付款以前，卖家或买家主动关闭交易",""
"239173165253740315","SIEMENS/西门子 SC454B00AC 家用嵌入式洗碗机除菌8套嵌入式","6190.00","1","SC454B00AC","","","","等待买家付款",""
"250942400954845764","SIEMENS/西门子 SC454B00AC 家用嵌入式洗碗机除菌8套嵌入式","6190.00","1","SC454B00AC","","","","等待买家付款",""
"251141378913351464","SIEMENS/西门子 HB133JBS0W 嵌入式烘烤多功能大容量家用电烤箱","5380.00","1","HB133JBS0W","颜色分类：不锈钢色","","","等待买家付款","HB133JBS0W"
"222935149901494043","SIEMENS/西门子 SJ236I00JC 家用全自动洗碗机除菌13套独立式","6990.00","1","SJ236I00JC","","","","",""
"248367971834773848","SIEMENS/西门子 SC454B00AC 家用嵌入式洗碗机除菌8套嵌入式","6190.00","1","SC454B00AC","","","","等待买家付款",""
"235591375069419610","【会员专享】厨房四件套（限会员积分兑换，单拍无效）","599.00","1","COUPON34","","","","等待买家确认收货，卖家已发货",""
"235583247835419610","【会员专享】钢化玻璃碗—限会员积分兑换，单拍无效","99.00","1","COUPON37","","","","等待买家确认收货，卖家已发货",""
"250923616039787161","SIEMENS/西门子 SC454B00AC 家用嵌入式洗碗机除菌8套嵌入式","6190.00","1","SC454B00AC","","","","等待买家付款",""
"235724204488296125","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","付款以后用户退款成功，交易自动关闭",""
"232859238600208772","SIEMENS/西门子 962+232+636劲风侧吸烟灶洗碗机套餐烟灶洗三件套","12390.00","1","LS67PA962WzzER76F232MPzzSJ636X01JC","颜色分类：三件套;燃料种类：天然气","","","等待买家付款","LS67PA962WzzER76F232MPzzSJ636X01JC"
"236026894088457225","【会员专享】钢化玻璃碗—限会员积分兑换，单拍无效","99.00","1","COUPON37","","","","等待买家确认收货，卖家已发货",""
"232857734546972584","SIEMENS/西门子68FK961W+77K233抽油烟机燃气灶套餐烟机灶具套装","10090.00","1","LS68FK961WzzER77K233MP","颜色分类：黑色;燃料种类：天然气","","","等待买家付款","LS68FK961WzzER77K233MP"
"250994273200710657","SIEMENS/西门子 SC454B00AC 家用嵌入式洗碗机除菌8套嵌入式","6190.00","1","SC454B00AC","","","","等待买家付款",""
"250980769868951266","SIEMENS/西门子 SJ236I00JC 家用全自动洗碗机除菌13套独立式","6990.00","1","SJ236I00JC","","","","付款以前，卖家或买家主动关闭交易",""
"239415118966383817","SIEMENS/西门子 962+232+636劲风侧吸烟灶洗碗机套餐烟灶洗三件套","12390.00","1","LS67PA962WzzER76F232MPzzSJ636X01JC","颜色分类：三件套;燃料种类：天然气","","","等待买家付款","LS67PA962WzzER76F232MPzzSJ636X01JC"
"251039522582420936","SIEMENS/西门子 565+636 微蒸烤一体机/全嵌式13套洗碗机烤箱套餐","14380.00","1","CP565AGS0WzzSJ636X01JC","","","","等待买家付款",""
"251016706752180154","SIEMENS/西门子 SJ636X01JC 家用全自动洗碗机全嵌入式13套 除菌","9990.00","1","SJ636X01JC","","","","付款以前，卖家或买家主动关闭交易",""
"251035394228905930","SIEMENS/西门子 CP565AGS0W嵌入式微蒸烤一体 家用多功能烤箱蒸箱","9480.00","1","CP565AGS0W","颜色分类：不锈钢色","","","等待买家付款","CP565AGS0W"
"232687173861376794","SIEMENS/西门子 SC454B00AC 家用嵌入式洗碗机除菌8套嵌入式","6190.00","1","SC454B00AC","","","","等待买家付款",""
"239408078928009014","SIEMENS/西门子 962+232+636劲风侧吸烟灶洗碗机套餐烟灶洗三件套","12390.00","1","LS67PA962WzzER76F232MPzzSJ636X01JC","颜色分类：三件套;燃料种类：天然气","","","等待买家付款","LS67PA962WzzER76F232MPzzSJ636X01JC"
"233064679961772574","SIEMENS/西门子 SK215I00AC 家用嵌入式洗碗机免安装智能6套台式","4080.00","1","SK215I00AC","","","","等待买家付款",""
"250932641421546963","SIEMENS/西门子 565+636 微蒸烤一体机/全嵌式13套洗碗机烤箱套餐","14380.00","1","CP565AGS0WzzSJ636X01JC","","","","等待买家付款",""
"223050286654952821","SIEMENS/西门子 CP565AGS0W嵌入式微蒸烤一体 家用多功能烤箱蒸箱","12990.00","1","CP565AGS0W","颜色分类：不锈钢色","","","","CP565AGS0W"
"243910627620426828","SIEMENS/西门子 SN23E831TI家用全自动洗碗机刷碗机德国原装进口","5390.00","1","SN23E831TI","","","","交易成功",""
"232782694226543285","SIEMENS/西门子 SJ236I00JC 家用全自动洗碗机除菌13套独立式","6990.00","1","SJ236I00JC","","","","",""
"232516068976543285","SIEMENS/西门子 SJ236I00JC 家用全自动洗碗机除菌13套独立式","6990.00","1","SJ236I00JC","","","","付款以前，卖家或买家主动关闭交易",""
"232776966465827773","SIEMENS/西门子 555+550 原装进口 专业蒸箱烤箱/蒸汽炉套餐","15580.00","1","HB24D555WzzHB43GB550W","","","","等待买家付款",""
"239113357612680506","SIEMENS/西门子 565+636 微蒸烤一体机/全嵌式13套洗碗机烤箱套餐","14380.00","1","CP565AGS0WzzSJ636X01JC","","","","等待买家付款",""
"239585007775680506","SIEMENS/西门子 SJ636X01JC 家用全自动洗碗机全嵌入式13套 除菌","9990.00","1","SJ636X01JC","","","","付款以前，卖家或买家主动关闭交易",""
"239112269391680506","SIEMENS/西门子 SJ236I00JC 家用全自动洗碗机除菌13套独立式","6990.00","1","SJ236I00JC","","","","付款以前，卖家或买家主动关闭交易",""
"230021441001431437","【狂欢价】SIEMENS/西门子 SJ636X01JC 家用全自动洗碗机全嵌入式13套 除菌","9990.00","1","SJ636X01JC","","","","交易成功",""
"239367854751905419","SIEMENS/西门子 CP565AGS0W嵌入式微蒸烤一体 家用多功能烤箱蒸箱","9480.00","1","CP565AGS0W","颜色分类：不锈钢色","","","等待买家付款","CP565AGS0W"
"239108812486680506","SIEMENS/西门子 953+23EMP大吸力吸油烟机大尺寸燃气烟灶套餐","6130.00","1","LC43S953TIzzER74F23EMP","颜色分类：黑色;燃料种类：天然气","","","付款以前，卖家或买家主动关闭交易","LC43S953TIzzER74F23EMP"
"239577199746937517","SIEMENS/西门子 SN23E831TI家用全自动洗碗机刷碗机德国原装进口","5390.00","1","SN23E831TI","","","","付款以前，卖家或买家主动关闭交易",""
"239457679700094615","SIEMENS/西门子 SN656X16IC","15000.00","1","SN656X16IC","","","","等待买家确认收货，卖家已发货",""
"232868519076856173","SIEMENS/西门子 HS243601W消毒柜嵌入式家用紫外线消毒碗柜镶嵌式","2740.00","1","HS243601W","颜色分类：黑色","","","付款以前，卖家或买家主动关闭交易","HS243601W"
"250926498378972240","SIEMENS/西门子 SJ236I00JC 家用全自动洗碗机除菌13套独立式","6990.00","1","SJ236I00JC","","","","付款以前，卖家或买家主动关闭交易",""
"235463438445533705","SIEMENS/西门子 SJ636X01JC 家用全自动洗碗机全嵌入式13套 除菌","9990.00","1","SJ636X01JC","","","","交易成功",""
"239101261329333924","SIEMENS/西门子 CP565AGS0W嵌入式微蒸烤一体 家用多功能烤箱蒸箱","9480.00","1","CP565AGS0W","颜色分类：不锈钢色","","","等待买家付款","CP565AGS0W"
"242764289925826556","SIEMENS/西门子 洗碗机专用肖特玻璃门板全嵌半嵌/黑白两色","1030.00","1","SZ06AEUBI/SZ06AXCFI/SZ02AEUFI/SZ06AEUFI/SZ02AXCFI","颜色分类：SZ02AXCFI-SJ636X01JC白色门板","","","交易成功","SZ02AXCFI"
"228173924844267493","SIEMENS/西门子 45SK95E+77K233 智能联动大吸力自清洁烟灶套装","9390.00","1","LC45SK95EWzzER77K233MP","颜色分类：不锈钢色烟机+黑色灶具;燃料种类：天然气","","","交易成功","LC45SK95EWzzER77K233MP"
"228173924844267493","SIEMENS/西门子 BE525LMS0W嵌入式微波炉烧烤烤箱家用内嵌多功能","3990.00","1","BE525LMS0W","颜色分类：不锈钢色","","","交易成功","BE525LMS0W"
